1	706	10000	7	0.15	4
1	768	10000	7	0.15	4
1	905	10000	7	0.15	4
2	461	10000	7	0.15	4
2	507	10000	7	0.15	4
2	706	10000	7	0.15	4
3	844	10000	7	0.15	4
3	1098	10000	7	0.15	4
4	837	10000	7	0.15	4
4	1099	10000	7	0.15	4
4	1100	10000	7	0.15	4
5	1101	10000	7	0.15	4
5	1102	10000	7	0.15	4
5	1103	10000	7	0.15	4
6	845	10000	7	0.15	4
6	906	10000	7	0.15	4
6	965	10000	7	0.15	4
7	505	10000	7	0.15	4
7	808	10000	7	0.15	4
7	867	10000	7	0.15	4
7	908	10000	7	0.15	4
8	421	10000	7	0.15	4
8	611	390	1	0.15	4
8	863	10000	7	0.15	4
9	384	10000	7	0.15	4
9	970	10000	7	0.15	4
9	1105	10000	7	0.15	4
10	720	10000	7	0.15	4
10	775	10000	7	0.15	4
11	788	10000	7	0.15	4
11	839	10000	7	0.15	4
11	1106	10000	7	0.15	4
12	562	10000	7	0.15	4
12	719	10000	7	0.15	4
12	790	10000	7	0.15	4
13	744	10000	7	0.15	4
13	790	10000	7	0.15	4
13	826	390	1	0.15	4
13	955	10000	7	0.15	4
14	744	10000	7	0.15	4
14	1107	10000	7	0.15	4
14	1108	10000	7	0.15	4
15	745	10000	7	0.15	4
15	760	10000	7	0.15	4
16	563	390	1	0.15	4
16	671	10000	7	0.15	4
16	735	10000	7	0.15	4
16	878	10000	7	0.15	4
17	633	10000	7	0.15	4
17	776	10000	7	0.15	4
17	885	10000	7	0.15	4
18	567	10000	7	0.15	4
18	684	10000	7	0.15	4
18	758	10000	7	0.15	4
19	1109	10000	7	0.15	4
19	1110	10000	7	0.15	4
19	1111	10000	7	0.15	4
20	686	10000	7	0.15	4
20	736	10000	7	0.15	4
20	759	10000	7	0.15	4
21	890	10000	7	0.15	4
21	1112	10000	7	0.15	4
22	272	10000	7	0.15	4
22	591	10000	7	0.15	4
22	1113	10000	7	0.15	4
23	602	10000	11	0.15	4
24	141	10000	7	0.15	4
24	982	10000	7	0.15	4
24	1114	10000	7	0.15	4
25	83	10000	7	0.15	4
25	682	10000	7	0.15	4
25	978	10000	7	0.15	4
26	82	10000	11	0.15	4
26	142	10000	11	0.15	4
26	986	10000	11	0.15	4
27	257	10000	11	0.15	4
27	659	10000	11	0.15	4
27	797	10000	11	0.15	4
27	894	10000	11	0.15	4
28	995	10000	11	0.15	4
28	1115	10000	11	0.15	4
28	1116	10000	11	0.15	4
29	268	10000	7	0.15	4
29	508	10000	7	0.15	4
29	679	10000	7	0.15	4
29	899	10000	7	0.15	4
30	509	10000	11	0.15	4
30	511	10000	11	0.15	4
30	897	10000	11	0.15	4
31	508	10000	7	0.15	4
31	510	10000	7	0.15	4
31	677	10000	7	0.15	4
31	801	10000	7	0.15	4
32	462	10000	7	0.15	4
32	794	10000	7	0.15	4
32	799	10000	7	0.15	4
33	614	10000	11	0.15	4
33	617	10000	11	0.15	4
33	910	10000	11	0.15	4
33	951	10000	11	0.15	4
34	386	10000	7	0.15	4
34	614	10000	7	0.15	4
34	949	10000	7	0.15	4
35	374	10000	7	0.15	4
35	465	10000	7	0.15	4
36	601	10000	7	0.15	4
36	1117	10000	7	0.15	4
36	1118	10000	7	0.15	4
36	1119	10000	7	0.15	4
37	255	10000	11	0.15	4
37	413	390	1	0.15	4
37	449	10000	11	0.15	4
37	833	10000	11	0.15	4
38	103	10000	11	0.15	4
38	498	10000	11	0.15	4
38	922	10000	11	0.15	4
39	354	10000	7	0.15	4
39	879	10000	7	0.15	4
40	637	10000	7	0.15	4
40	892	10000	7	0.15	4
40	948	10000	7	0.15	4
41	1120	10000	11	0.15	4
41	1135	390	1	0.15	4
42	73	10000	11	0.15	4
42	143	10000	11	0.15	4
42	204	10000	11	0.15	4
42	644	10000	11	0.15	4
42	1121	10000	11	0.15	4
43	281	10000	11	0.15	4
43	502	10000	11	0.15	4
43	641	10000	11	0.15	4
44	945	390	1	0.15	4
44	1004	10000	11	0.15	4
44	1122	10000	11	0.15	4
45	209	10000	11	0.15	4
45	233	10000	11	0.15	4
45	780	10000	11	0.15	4
46	741	10000	11	0.15	4
46	781	10000	11	0.15	4
46	1123	10000	11	0.15	4
47	242	10000	11	0.15	4
47	1124	10000	11	0.15	4
47	1125	10000	11	0.15	4
48	214	10000	7	0.15	4
48	246	10000	7	0.15	4
48	484	10000	7	0.15	4
49	217	10000	11	0.15	4
49	220	10000	11	0.15	4
49	228	10000	11	0.15	4
49	251	10000	11	0.15	4
50	512	10000	11	0.15	4
50	918	10000	11	0.15	4
50	922	10000	11	0.15	4
51	76	10000	11	0.15	4
51	104	10000	11	0.15	4
51	647	10000	11	0.15	4
52	80	10000	11	0.15	4
52	114	10000	11	0.15	4
52	239	10000	11	0.15	4
52	423	10000	11	0.15	4
53	114	10000	11	0.15	4
53	237	10000	11	0.15	4
53	783	10000	11	0.15	4
54	116	10000	11	0.15	4
54	211	10000	11	0.15	4
54	233	10000	11	0.15	4
55	793	10000	11	0.15	4
55	1126	10000	11	0.15	4
56	1102	10000	7	0.15	4
56	1128	10000	7	0.15	4
57	631	10000	7	0.15	4
57	887	10000	7	0.15	4
57	958	10000	7	0.15	4
58	450	10000	7	0.15	4
58	960	10000	7	0.15	4
59	385	10000	7	0.15	4
59	974	10000	7	0.15	4
59	1130	10000	7	0.15	4
60	624	10000	7	0.15	4
60	891	10000	7	0.15	4
60	1131	10000	7	0.15	4
61	698	10000	7	0.15	4
61	709	10000	7	0.15	4
61	725	10000	7	0.15	4
62	260	10000	11	0.15	4
62	870	10000	11	0.15	4
62	1132	10000	11	0.15	4
63	387	10000	7	0.15	4
63	427	10000	7	0.15	4
63	640	10000	7	0.15	4
64	74	10000	11	0.15	4
