6.7533,27.8125,12.5326,22.0972,17.6939,2.3515,16.1257,7.84,18.7756,14.7719,4.9313,9.2124,5.7386,6.8127,1.3375,6.3316,1.5176,3.2908,8.6711,4.3932,1.6478,0.7255,4.3529,18.0852,16.9932,5.5866,4.2781,5.1849,3.166,1.7612,4.8133,7.5747,2.0028,0.0652,3.4765,20.2128,8.4789,4.2489,8.6516,2.3721,0.1452,2.5929,1.0109,4.5231,1.4713,1.7414,0.5461,2.336,5.751,1.3418,2.3051,2.6409,3.2438,1.1304,15.9228,11.9849,15.2842,13.5396,11.9277,4.1729,17.4762,3.1229,3.1891,2.2157,3.5126,6.7242,2.5062,2.1559,2.0043,2.1743,8.1593,0,0,0,2.3899,8.575,0,5.6556,4.2151,0,6.9189,10.7516,0,31.1249,4.3201,1.3888,7.1724,0,1.6453,0,67.9717,33.0818,0,44.7792,0,0.0901,0.1081,5.9771,18.5682,0,26.4508,0,0.7434,1.622,0,0.0143,1.07,0,62.1022,21.9036,57.6944,1.8168,6.4699,8.4906,9.368,25.8515,267.5718,11.8423,0,0,7.5239,14.0017,41.4125,3.0083,11.6796,11.9921,19.9417,3.4614,62.8485,37.3109,91.4605,0,0,0,0,0,41.5027,0,59.4905,5.5576,22.4971,12.9594,1.1547,2.7547
27.823,331.4374,124.5667,417.8881,115.3842,10.8322,91.3874,40.9151,118.4302,100.3924,78.7537,59.6772,32.1929,44.9623,8.2036,44.049,8.4576,19.58,55.8702,27.3599,11.8115,4.0229,26.4372,108.7191,130.1492,38.7781,25.5448,31.8816,29.4919,10.7867,33.2401,52.4893,11.829,0.4055,19.5538,144.1457,50.4084,26.6202,57.5546,12.1747,0.7354,13.6122,4.8691,24.7378,7.0972,8.2425,2.9405,11.435,36.257,8.3488,13.363,15.6596,16.3695,5.4678,114.5512,53.7886,94.7562,91.2694,66.9516,26.4303,128.6072,17.8549,14.9495,13.644,14.822,52.961,11.3351,16.1641,12.2614,11.193,56.0257,0,0,0,18.6599,46.4258,0,51.0428,40.4878,0,67.9193,76.672,0,310.5158,58.6413,14.9748,21.8549,0,178.4356,0,327.2489,495.2606,0,423.9714,0,0,0,56.0562,176.7696,0,187.232,0,2.1656,45.9709,0,28.3641,2.8737,0,502.1636,199.8413,337.9119,23.9638,116.5196,135.6856,566.2745,86.6453,1646.231,72.944,0,0,44.4622,100.5732,203.5978,22.075,110.316,127.1011,218.884,91.5477,328.3002,510.1064,988.9647,0,0,0,0,0,313.4787,0,329.5222,15.7828,147.0727,134.898,6.3398,28.7851
12.5234,83.2485,96.6314,125.1828,90.0006,7.9048,54.0498,31.532,85.7159,67.6699,19.175,43.3369,21.8712,29.9286,5.7989,26.2756,6.3143,12.7864,33.1345,17.8523,5.7339,2.1018,11.1,99.0889,48.7109,13.9732,12.3629,16.2891,11.4379,4.593,20.5763,27.8532,4.8261,0.3354,11.1051,85.9123,27.0174,13.2409,31.6562,9.7976,0.6303,9.9828,3.998,17.1231,5.5395,5.1593,1.643,5.6028,18.0575,4.1097,7.294,7.6076,10.1467,3.7313,78.7656,43.5664,66.2425,57.6897,51.3764,15.2269,44.3607,9.3635,11.8849,7.9275,1.2474,20.1972,11.7821,7.6475,6.7882,7.1268,26.8698,0,0,0,10.3499,38.7521,0,38.9107,21.7421,0,30.8392,26.3001,0,183.0313,22.7838,4.4292,35.9062,0,1.137,0,654.5863,185.6935,0,263.4263,0,0,0.0117,19.2653,114.7321,0,109.1163,0,6.2899,14.5759,0,0.0816,6.7435,0.0253,78.7477,211.2359,321.8994,6.3696,21.5011,60.7702,42.5989,87.7844,626.1827,221.0286,0,0,281.6463,104.4574,112.5382,19.1835,13.5004,10.917,129.1449,19.4097,267.6331,139.8104,92.9879,2.3414,0,0,0,0,163.3683,0,297.8352,22.7611,4.0417,34.0995,5.6579,14.0605
22.0972,155.5758,125.4254,339.6971,214.1795,10.822,87.2735,73.4427,225.0963,181.1007,43.1027,99.9932,54.0671,71.6135,12.8581,55.0394,15.2584,28.0225,77.0356,39.6247,13.7556,4.5232,22.2901,195.4516,89.8391,26.8261,24.1157,28.7857,20.9151,8.1059,35.7506,50.2433,8.2269,0.8256,21.4996,196.8104,51.1014,26.4479,74.122,22.3372,1.4355,22.6088,9.1875,39.1126,14.6845,13.5239,3.3864,12.3605,39.3261,8.5292,13.5843,16.0353,19.7237,7.4477,137.2089,94.3532,154.6417,142.1689,126.6419,32.668,84.0908,19.7626,27.4003,14.8568,1.965,35.7797,20.478,16.135,12.5214,14.9056,46.0938,0,0,0,20.9649,66.0723,0,61.8943,37.8974,0,51.541,52.0707,0,322.195,34.9057,8.2356,63.4919,0,2.4951,0,643.4622,250.2469,0,412.6331,0,4.8431,2.5317,1.0896,191.4149,0,211.5414,0,10.0335,21.5865,0,0.4329,18.992,0.0411,95.4655,198.2622,741.996,10.6927,56.1138,91.7749,70.411,214.2232,1274.579,438.6275,0,0,255.8474,159.5861,305.6908,32.8452,22.4474,15.2522,233.3146,34.2073,485.9666,286.3296,244.0706,0.5671,0,0,0,0,299.6133,0,482.3985,161.2297,0.7452,75.4147,10.2234,24.1827
17.704,115.0519,90.2549,203.2295,261.4683,8.8662,60.8099,52.1385,141.5089,104.4115,28.789,75.0422,47.1647,69.1453,12.7255,57.4896,10.2266,25.271,69.8747,36.2763,15.3293,4.5983,17.4345,141.9219,68.2976,22.3741,26.8353,26.7153,14.995,6.9904,31.8562,44.0007,6.9557,0.4652,20.9097,187.2704,50.6529,25.1329,71.2744,15.093,0.9455,15.7881,6.3005,27.0436,8.1482,9.5835,3.3517,15.0355,36.8455,8.9947,12.1115,16.3853,17.7679,5.488,113.2356,89.4107,114.9984,98.8538,88.2642,32.4992,69.34,20.8877,19.5462,11.4855,1.4033,25.6122,12.8057,15.3699,10.7357,11.441,31.2431,0,0,0,16.9436,47.2156,0,34.3196,28.8282,0,39.4167,38.6013,0,214.9055,29.7242,13.7911,0.9222,0,259.9442,0,318.2911,258.4978,0,241.4439,0,8.7241,4.3221,11.8397,124.9922,0,203.4758,0,7.5196,10.715,0,0.3403,13.8453,0.0346,66.4485,142.465,223.7364,8.2542,18.5761,77.0484,334.5867,75.3702,768.8472,305.525,0,0,191.9727,132.1183,129.3453,35.7297,17.5783,9.1811,160.3823,63.2666,250.0586,262.8044,115.7084,4.0359,0,0,0,0,324.0298,0,407.4203,128.758,8.933,42.9943,4.7391,17.0389
2.3529,10.7163,7.9286,10.779,8.5043,1.5412,8.7625,4.1703,9.5819,7.1202,4.902,4.0441,4.6375,2.8585,0.4707,7.2329,0.6806,1.1162,3.169,1.7075,0.5655,0.2703,2.4631,24.4438,6.9313,3.1204,1.8362,1.9415,0.8604,0.7707,2.9719,3.3777,2.8357,0.0201,1.501,8.3701,3.5033,1.6514,3.2537,1.2406,0.0951,2.2916,0.6803,1.977,0.6854,0.8456,0.1503,1.0304,2.4022,0.4705,0.8603,1.4555,1.4563,0.6352,7.5676,3.5637,5.8881,5.7865,5.5434,1.3817,7.8579,1.316,1.6617,1.816,2.1882,2.1244,2.142,0.9702,0.6797,1.0845,3.1773,0,0,0,0.9037,3.0764,0,1.8312,1.5205,0,2.3028,5.1333,0,15.3171,1.345,0.603,2.4691,0,1.649,0,62.9452,23.0851,0,14.5559,0,0.1179,0.0981,0,9.601,0,9.1585,0,0.3448,0.5238,0,0.0038,0.3466,0.0396,36.0504,14.0051,20.1917,0.852,9.9101,3.6242,3.1546,9.7968,77.5649,6.6249,0,0,11.8946,5.6402,35.3901,1.0032,5.5979,5.5982,7.1483,1.3499,25.3559,22.288,24.2136,0,0,0,0,0,15.9983,0,28.1381,1.4811,0,9.0365,0.53,1.0484
16.139,91.1141,54.3148,87.4366,67.4305,8.8199,149.5554,43.9397,81.588,67.6832,16.3502,35.5529,16.0815,26.6174,6.3264,26.2684,6.273,10.2265,29.7958,16.7697,6.5217,2.2367,9.0704,176.6005,66.1196,19.3304,14.425,16.772,12.5638,6.1493,17.7025,25.4863,14.5975,0.4803,11.9909,71.3815,26.1439,13.5646,27.0857,10.6176,0.8104,13.1587,5.1286,18.2172,4.324,6.8789,1.4277,7.0979,18.8699,4.814,7.0636,9.0926,13.1043,3.8363,56.2389,38.2748,59.1129,53.8505,52.4593,13.7354,62.7301,10.3877,16.5937,17.5624,19.4355,23.7776,14.8696,8.9573,6.3698,8.022,27.2094,0,0,0,43.3247,44.3978,0,30.4044,25.82,0,29.1258,36.8606,0,107.2913,24.0853,1.9815,44.5763,0,0,0,464.1275,7.6725,0,308.3938,0,0,0.0126,0,117.3995,0,99.189,0,4.5127,10.82,0,0.0722,7.1119,0.744,519.783,226.1561,212.2018,3.5687,44.4699,38.7859,35.2137,392.0758,664.9704,738.9537,0,0,234.0014,58.0743,88.3703,17.8725,28.5743,116.1245,80.6603,31.661,313.7144,174.6328,243.7838,0.338,0,0,0,0,125.9584,0,211.4489,43.0975,0,54.6703,13.8112,14.7201
7.8398,40.8849,31.5804,73.4738,75.9192,4.1875,43.9227,44.9063,80.0153,59.2601,11.5264,33.6774,16.1551,20.6631,11.4027,20.7893,5.8141,15.6921,33.8682,22.0777,19.3367,4.611,12.9803,70.3305,26.5445,7.8506,12.3594,20.1277,6.1518,2.7116,11.7857,17.9479,4.6962,0.4253,7.1831,55.0103,15.4593,10.3072,23.5832,8.6416,0.5803,8.7854,3.6578,14.2801,13.5083,9.5429,1.947,13.997,24.9076,3.8381,4.5894,10.7119,18.0229,2.9809,34.3981,25.1213,57.4228,60.5889,53.3418,22.5881,25.2422,7.795,11.1488,11.1065,0.9966,10.3745,11.8607,11.4268,4.0126,5.4081,10.0405,0,0,0,16.0563,17.976,0,14.3829,17.8758,0,13.8551,15.3049,0,126.4604,17.7804,1.9268,23.3969,0,0.9393,0,195.9432,29.6306,0,141.3732,0,6.0457,3.4292,0,61.1875,0,70.9063,0,4.6675,4.5805,0,0.3531,3.864,8.4389,49.01,125.8853,241.2344,1.7246,78.0335,32.4525,18.8336,150.9029,228.7101,224.008,0,0,68.7222,46.8496,246.5438,13.835,4.6628,6.7086,68.0541,11.9484,187.262,143.3727,41.8126,0.8914,0,0,0,0,86.5326,0,105.185,54.113,0,62.9349,4.1083,8.8633
18.7456,118.4488,85.9815,225.1363,141.3789,9.5761,81.5888,80.0042,368.5372,238.9128,33.076,132.1585,53.8459,63.0562,17.1496,66.3842,18.5931,36.2568,94.5584,52.0012,13.6787,6.4534,23.0478,163.6166,72.3532,21.8579,16.2217,23.0006,16.2942,6.1295,27.8495,39.5895,8.1265,1.2508,16.1284,169.0559,41.5962,34.8431,82.1098,26.2196,1.6755,27.2909,10.8083,48.6288,16.9159,14.9795,3.9315,12.741,43.2096,8.6295,15.298,19.6058,28.0056,9.0129,95.5586,75.6106,202.366,167.5137,174.8391,34.1936,70.3465,21.9711,31.9507,12.073,1.7446,28.8321,22.3677,18.1855,13.2365,17.7397,12.9383,0,0,0,125.2935,111.5249,0,33.5764,36.9775,0,57.4983,39.8046,0,207.5952,28.3739,6.2342,81.0937,0,2.8349,0,586.2088,95.6259,0,566.8305,0,79.855,139.9529,0,256.2761,0,220.8588,0,13.8982,16.9165,0,1.3344,11.6507,3.0842,34.657,138.0153,1006.4584,12.8396,50.2266,63.0653,62.8313,472.6098,811.0726,819.6285,0,0,2.7862,123.0927,344.5299,58.7454,8.3741,7.4827,185.8924,41.7408,653.0894,241.9211,120.9088,7.1895,0,0,0,0,242.8269,0,320.1129,252.1435,0,63.9351,12.8563,29.7759
14.7118,100.7219,68.2893,181.5107,105.8616,7.2093,67.4012,59.1301,238.0831,284.1295,29.6075,161.1965,52.2244,58.4183,22.0332,93.2636,16.7881,37.7317,98.7648,60.289,32.2364,8.6782,18.0212,139.6766,67.6666,18.8603,15.1535,20.5412,16.6731,4.6533,23.9129,33.6313,6.9137,0.7556,14.5118,139.1152,37.6531,47.5409,98.4763,23.8358,1.3155,22.8871,9.0563,41.8394,15.7545,16.6888,5.0009,22.6051,59.4724,14.9336,16.124,21.8353,33.043,7.3785,77.0894,62.5999,228.3705,154.1723,127.4815,48.1639,60.134,28.9449,26.922,11.0065,1.5461,29.0825,18.7711,26.3049,15.0984,16.1027,9.6824,0,0,0,40.2152,83.3777,0,86.4369,106.1993,0,56.128,35.5764,0,783.2823,88.0767,12.2463,2.0622,0,633.3172,0,698.754,504.0095,0,745.9573,0,72.0883,156.2308,0,246.6687,0,195.719,0,32.9617,37.2003,0,2.7974,17.2094,2.9008,30.8189,185.3719,709.3798,5.5464,89.1162,127.0958,63.958,210.5214,869.9608,836.3188,0,0,0.1469,72.3386,332.0427,87.0466,7.0414,8.9574,452.3573,100.4126,720.6964,274.815,90.9336,5.8423,0,0,0,0,256.5818,0,343.2832,450.1122,0,86.2287,9.4608,79.3173
